file_name,classifier,accuracy,f-measure,confusionMatrixes
ada-10-disc.arff-su-0.5-lcc.arff,SVC,0.8386785628164939,0.6170578133943904,"[array([[592,  32],
       [ 99, 107]], dtype=int64), array([[583,  41],
       [106, 100]], dtype=int64), array([[593,  31],
       [ 97, 108]], dtype=int64), array([[586,  37],
       [ 94, 112]], dtype=int64), array([[585,  38],
       [ 94, 112]], dtype=int64)]"
ada-10-disc.arff-su-0.5-lcc.arff,naive_bayes,0.7619966240655895,0.6321282146850541,"[array([[379, 245],
       [ 21, 185]], dtype=int64), array([[489, 135],
       [ 43, 163]], dtype=int64), array([[452, 172],
       [ 37, 168]], dtype=int64), array([[496, 127],
       [ 39, 167]], dtype=int64), array([[496, 127],
       [ 41, 165]], dtype=int64)]"
ada-10-disc.arff-su-0.6-lcc.arff,SVC,0.8415722208825657,0.6423516603157322,"[array([[585,  39],
       [ 88, 118]], dtype=int64), array([[581,  43],
       [ 96, 110]], dtype=int64), array([[578,  46],
       [ 91, 114]], dtype=int64), array([[579,  44],
       [ 85, 121]], dtype=int64), array([[577,  46],
       [ 79, 127]], dtype=int64)]"
ada-10-disc.arff-su-0.6-lcc.arff,naive_bayes,0.7817699541837473,0.6313645621181263,"[array([[419, 205],
       [ 23, 183]], dtype=int64), array([[544,  80],
       [ 76, 130]], dtype=int64), array([[478, 146],
       [ 41, 164]], dtype=int64), array([[481, 142],
       [ 35, 171]], dtype=int64), array([[545,  78],
       [ 79, 127]], dtype=int64)]"
ada-10-disc.arff-su-0.7-lcc.arff,SVC,0.8461538461538461,0.6463414634146342,"[array([[594,  30],
       [ 89, 117]], dtype=int64), array([[583,  41],
       [ 96, 110]], dtype=int64), array([[581,  43],
       [ 85, 120]], dtype=int64), array([[589,  34],
       [ 94, 112]], dtype=int64), array([[579,  44],
       [ 82, 124]], dtype=int64)]"
ada-10-disc.arff-su-0.7-lcc.arff,naive_bayes,0.773571256329877,0.6367504835589942,"[array([[393, 231],
       [ 17, 189]], dtype=int64), array([[513, 111],
       [ 62, 144]], dtype=int64), array([[479, 145],
       [ 37, 168]], dtype=int64), array([[480, 143],
       [ 41, 165]], dtype=int64), array([[520, 103],
       [ 49, 157]], dtype=int64)]"
ada-10-disc.arff-su-0.8-lcc.arff,SVC,0.8468772606703642,0.6631299734748011,"[array([[584,  40],
       [ 87, 119]], dtype=int64), array([[571,  53],
       [ 85, 121]], dtype=int64), array([[579,  45],
       [ 83, 122]], dtype=int64), array([[578,  45],
       [ 77, 129]], dtype=int64), array([[575,  48],
       [ 72, 134]], dtype=int64)]"
ada-10-disc.arff-su-0.8-lcc.arff,naive_bayes,0.7569327224499638,0.6321167883211679,"[array([[413, 211],
       [ 19, 187]], dtype=int64), array([[492, 132],
       [ 51, 155]], dtype=int64), array([[390, 234],
       [ 17, 188]], dtype=int64), array([[475, 148],
       [ 34, 172]], dtype=int64), array([[503, 120],
       [ 42, 164]], dtype=int64)]"
ada-10-disc.arff-su-0.9-lcc.arff,SVC,0.8468772606703642,0.6673651126244107,"[array([[581,  43],
       [ 80, 126]], dtype=int64), array([[569,  55],
       [ 86, 120]], dtype=int64), array([[582,  42],
       [ 84, 121]], dtype=int64), array([[569,  54],
       [ 69, 137]], dtype=int64), array([[574,  49],
       [ 73, 133]], dtype=int64)]"
ada-10-disc.arff-su-0.9-lcc.arff,naive_bayes,0.7313720761996624,0.6205722070844687,"[array([[405, 219],
       [ 14, 192]], dtype=int64), array([[474, 150],
       [ 33, 173]], dtype=int64), array([[384, 240],
       [ 22, 183]], dtype=int64), array([[399, 224],
       [ 22, 184]], dtype=int64), array([[460, 163],
       [ 27, 179]], dtype=int64)]"
ada-10-disc.arff-su-1.0-lcc.arff,SVC,0.8468772606703642,0.6673651126244107,"[array([[581,  43],
       [ 80, 126]], dtype=int64), array([[569,  55],
       [ 86, 120]], dtype=int64), array([[582,  42],
       [ 84, 121]], dtype=int64), array([[569,  54],
       [ 69, 137]], dtype=int64), array([[574,  49],
       [ 73, 133]], dtype=int64)]"
ada-10-disc.arff-su-1.0-lcc.arff,naive_bayes,0.7313720761996624,0.6205722070844687,"[array([[405, 219],
       [ 14, 192]], dtype=int64), array([[474, 150],
       [ 33, 173]], dtype=int64), array([[384, 240],
       [ 22, 183]], dtype=int64), array([[399, 224],
       [ 22, 184]], dtype=int64), array([[460, 163],
       [ 27, 179]], dtype=int64)]"
arcene-10-disc.arff-su-0.5-lcc.arff,SVC,0.78,0.6666666666666666,"[array([[11,  0],
       [ 2,  7]], dtype=int64), array([[11,  0],
       [ 5,  4]], dtype=int64), array([[11,  0],
       [ 6,  3]], dtype=int64), array([[11,  0],
       [ 4,  5]], dtype=int64), array([[12,  0],
       [ 5,  3]], dtype=int64)]"
arcene-10-disc.arff-su-0.5-lcc.arff,naive_bayes,0.58,0.08695652173913043,"[array([[11,  0],
       [ 8,  1]], dtype=int64), array([[11,  0],
       [ 8,  1]], dtype=int64), array([[11,  0],
       [ 9,  0]], dtype=int64), array([[11,  0],
       [ 9,  0]], dtype=int64), array([[12,  0],
       [ 8,  0]], dtype=int64)]"
arcene-10-disc.arff-su-0.6-lcc.arff,SVC,0.82,0.7428571428571429,"[array([[11,  0],
       [ 1,  8]], dtype=int64), array([[11,  0],
       [ 4,  5]], dtype=int64), array([[11,  0],
       [ 5,  4]], dtype=int64), array([[11,  0],
       [ 4,  5]], dtype=int64), array([[12,  0],
       [ 4,  4]], dtype=int64)]"
arcene-10-disc.arff-su-0.6-lcc.arff,naive_bayes,0.62,0.24,"[array([[11,  0],
       [ 7,  2]], dtype=int64), array([[11,  0],
       [ 7,  2]], dtype=int64), array([[11,  0],
       [ 8,  1]], dtype=int64), array([[11,  0],
       [ 8,  1]], dtype=int64), array([[12,  0],
       [ 8,  0]], dtype=int64)]"
arcene-10-disc.arff-su-0.7-lcc.arff,SVC,0.86,0.8157894736842105,"[array([[11,  0],
       [ 1,  8]], dtype=int64), array([[11,  0],
       [ 2,  7]], dtype=int64), array([[10,  1],
       [ 5,  4]], dtype=int64), array([[11,  0],
       [ 2,  7]], dtype=int64), array([[12,  0],
       [ 3,  5]], dtype=int64)]"
arcene-10-disc.arff-su-0.7-lcc.arff,naive_bayes,0.67,0.42105263157894735,"[array([[11,  0],
       [ 5,  4]], dtype=int64), array([[11,  0],
       [ 5,  4]], dtype=int64), array([[10,  1],
       [ 8,  1]], dtype=int64), array([[11,  0],
       [ 7,  2]], dtype=int64), array([[12,  0],
       [ 7,  1]], dtype=int64)]"
arcene-10-disc.arff-su-0.8-lcc.arff,SVC,0.86,0.8333333333333334,"[array([[11,  0],
       [ 1,  8]], dtype=int64), array([[10,  1],
       [ 1,  8]], dtype=int64), array([[9, 2],
       [4, 5]], dtype=int64), array([[10,  1],
       [ 2,  7]], dtype=int64), array([[11,  1],
       [ 1,  7]], dtype=int64)]"
arcene-10-disc.arff-su-0.8-lcc.arff,naive_bayes,0.65,0.4067796610169492,"[array([[11,  0],
       [ 5,  4]], dtype=int64), array([[11,  0],
       [ 5,  4]], dtype=int64), array([[9, 2],
       [8, 1]], dtype=int64), array([[10,  1],
       [ 7,  2]], dtype=int64), array([[12,  0],
       [ 7,  1]], dtype=int64)]"
arcene-10-disc.arff-su-0.9-lcc.arff,SVC,0.88,0.8695652173913043,"[array([[11,  0],
       [ 1,  8]], dtype=int64), array([[8, 3],
       [0, 9]], dtype=int64), array([[10,  1],
       [ 2,  7]], dtype=int64), array([[10,  1],
       [ 1,  8]], dtype=int64), array([[9, 3],
       [0, 8]], dtype=int64)]"
arcene-10-disc.arff-su-0.9-lcc.arff,naive_bayes,0.66,0.45161290322580644,"[array([[11,  0],
       [ 5,  4]], dtype=int64), array([[10,  1],
       [ 5,  4]], dtype=int64), array([[10,  1],
       [ 7,  2]], dtype=int64), array([[10,  1],
       [ 7,  2]], dtype=int64), array([[11,  1],
       [ 6,  2]], dtype=int64)]"
arcene-10-disc.arff-su-1.0-lcc.arff,SVC,0.85,0.7945205479452054,"[array([[11,  0],
       [ 4,  5]], dtype=int64), array([[11,  0],
       [ 3,  6]], dtype=int64), array([[11,  0],
       [ 0,  9]], dtype=int64), array([[11,  0],
       [ 3,  6]], dtype=int64), array([[12,  0],
       [ 5,  3]], dtype=int64)]"
arcene-10-disc.arff-su-1.0-lcc.arff,naive_bayes,0.5,0.576271186440678,"[array([[4, 7],
       [4, 5]], dtype=int64), array([[ 1, 10],
       [ 2,  7]], dtype=int64), array([[3, 8],
       [0, 9]], dtype=int64), array([[5, 6],
       [2, 7]], dtype=int64), array([[3, 9],
       [2, 6]], dtype=int64)]"
dexter-10-disc.arff-su-0.5-lcc.arff,SVC,0.75,0.8,"[array([[19, 11],
       [ 0, 30]], dtype=int64), array([[11, 19],
       [ 0, 30]], dtype=int64), array([[17, 13],
       [ 0, 30]], dtype=int64), array([[14, 16],
       [ 0, 30]], dtype=int64), array([[14, 16],
       [ 0, 30]], dtype=int64)]"
dexter-10-disc.arff-su-0.5-lcc.arff,naive_bayes,0.5,0.6666666666666666,"[array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64)]"
dexter-10-disc.arff-su-0.6-lcc.arff,SVC,0.8,0.8333333333333334,"[array([[22,  8],
       [ 0, 30]], dtype=int64), array([[17, 13],
       [ 0, 30]], dtype=int64), array([[20, 10],
       [ 0, 30]], dtype=int64), array([[16, 14],
       [ 0, 30]], dtype=int64), array([[15, 15],
       [ 0, 30]], dtype=int64)]"
dexter-10-disc.arff-su-0.6-lcc.arff,naive_bayes,0.5,0.6666666666666666,"[array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64)]"
dexter-10-disc.arff-su-0.7-lcc.arff,SVC,0.85,0.8695652173913043,"[array([[26,  4],
       [ 0, 30]], dtype=int64), array([[20, 10],
       [ 0, 30]], dtype=int64), array([[22,  8],
       [ 0, 30]], dtype=int64), array([[19, 11],
       [ 0, 30]], dtype=int64), array([[18, 12],
       [ 0, 30]], dtype=int64)]"
dexter-10-disc.arff-su-0.7-lcc.arff,naive_bayes,0.5,0.6666666666666666,"[array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64)]"
dexter-10-disc.arff-su-0.8-lcc.arff,SVC,0.9,0.9090909090909091,"[array([[27,  3],
       [ 0, 30]], dtype=int64), array([[23,  7],
       [ 0, 30]], dtype=int64), array([[24,  6],
       [ 0, 30]], dtype=int64), array([[24,  6],
       [ 0, 30]], dtype=int64), array([[22,  8],
       [ 0, 30]], dtype=int64)]"
dexter-10-disc.arff-su-0.8-lcc.arff,naive_bayes,0.5,0.6666666666666666,"[array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64)]"
dexter-10-disc.arff-su-0.9-lcc.arff,SVC,0.95,0.9523809523809523,"[array([[29,  1],
       [ 0, 30]], dtype=int64), array([[27,  3],
       [ 0, 30]], dtype=int64), array([[27,  3],
       [ 0, 30]], dtype=int64), array([[26,  4],
       [ 0, 30]], dtype=int64), array([[26,  4],
       [ 0, 30]], dtype=int64)]"
dexter-10-disc.arff-su-0.9-lcc.arff,naive_bayes,0.5,0.6666666666666666,"[array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64)]"
dexter-10-disc.arff-su-1.0-lcc.arff,SVC,1.0,1.0,"[array([[30,  0],
       [ 0, 30]], dtype=int64), array([[30,  0],
       [ 0, 30]], dtype=int64), array([[30,  0],
       [ 0, 30]], dtype=int64), array([[30,  0],
       [ 0, 30]], dtype=int64), array([[30,  0],
       [ 0, 30]], dtype=int64)]"
dexter-10-disc.arff-su-1.0-lcc.arff,naive_bayes,0.5,0.6666666666666666,"[array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64), array([[ 0, 30],
       [ 0, 30]], dtype=int64)]"
dorothea.sparse.arff-su-0.5-lcc.arff,SVC,0.9425,0.6933333333333334,"[array([[135,  10],
       [  3,  12]], dtype=int64), array([[142,   3],
       [  3,  12]], dtype=int64), array([[141,   3],
       [  7,   9]], dtype=int64), array([[142,   2],
       [ 10,   6]], dtype=int64), array([[142,   2],
       [  3,  13]], dtype=int64)]"
dorothea.sparse.arff-su-0.5-lcc.arff,naive_bayes,0.94125,0.6967741935483871,"[array([[135,  10],
       [  3,  12]], dtype=int64), array([[141,   4],
       [  2,  13]], dtype=int64), array([[140,   4],
       [  7,   9]], dtype=int64), array([[141,   3],
       [  9,   7]], dtype=int64), array([[142,   2],
       [  3,  13]], dtype=int64)]"
dorothea.sparse.arff-su-0.6-lcc.arff,SVC,0.94,0.6571428571428571,"[array([[139,   6],
       [  3,  12]], dtype=int64), array([[141,   4],
       [  3,  12]], dtype=int64), array([[142,   2],
       [ 10,   6]], dtype=int64), array([[142,   2],
       [ 13,   3]], dtype=int64), array([[142,   2],
       [  3,  13]], dtype=int64)]"
dorothea.sparse.arff-su-0.6-lcc.arff,naive_bayes,0.9425,0.7051282051282052,"[array([[135,  10],
       [  3,  12]], dtype=int64), array([[141,   4],
       [  2,  13]], dtype=int64), array([[140,   4],
       [  6,  10]], dtype=int64), array([[141,   3],
       [  9,   7]], dtype=int64), array([[142,   2],
       [  3,  13]], dtype=int64)]"
dorothea.sparse.arff-su-0.7-lcc.arff,SVC,0.94,0.6842105263157895,"[array([[136,   9],
       [  3,  12]], dtype=int64), array([[142,   3],
       [  4,  11]], dtype=int64), array([[139,   5],
       [  6,  10]], dtype=int64), array([[140,   4],
       [  9,   7]], dtype=int64), array([[143,   1],
       [  4,  12]], dtype=int64)]"
dorothea.sparse.arff-su-0.7-lcc.arff,naive_bayes,0.9425,0.7088607594936709,"[array([[136,   9],
       [  3,  12]], dtype=int64), array([[142,   3],
       [  2,  13]], dtype=int64), array([[139,   5],
       [  6,  10]], dtype=int64), array([[140,   4],
       [  8,   8]], dtype=int64), array([[141,   3],
       [  3,  13]], dtype=int64)]"
dorothea.sparse.arff-su-0.8-lcc.arff,SVC,0.94875,0.7484662576687117,"[array([[136,   9],
       [  3,  12]], dtype=int64), array([[142,   3],
       [  3,  12]], dtype=int64), array([[139,   5],
       [  4,  12]], dtype=int64), array([[140,   4],
       [  6,  10]], dtype=int64), array([[141,   3],
       [  1,  15]], dtype=int64)]"
dorothea.sparse.arff-su-0.8-lcc.arff,naive_bayes,0.9525,0.7625,"[array([[136,   9],
       [  3,  12]], dtype=int64), array([[142,   3],
       [  2,  13]], dtype=int64), array([[141,   3],
       [  4,  12]], dtype=int64), array([[140,   4],
       [  6,  10]], dtype=int64), array([[142,   2],
       [  2,  14]], dtype=int64)]"
dorothea.sparse.arff-su-0.9-lcc.arff,SVC,0.95875,0.8070175438596491,"[array([[136,   9],
       [  1,  14]], dtype=int64), array([[142,   3],
       [  2,  13]], dtype=int64), array([[139,   5],
       [  1,  15]], dtype=int64), array([[140,   4],
       [  4,  12]], dtype=int64), array([[141,   3],
       [  1,  15]], dtype=int64)]"
dorothea.sparse.arff-su-0.9-lcc.arff,naive_bayes,0.9625,0.8125,"[array([[138,   7],
       [  1,  14]], dtype=int64), array([[142,   3],
       [  2,  13]], dtype=int64), array([[142,   2],
       [  4,  12]], dtype=int64), array([[141,   3],
       [  4,  12]], dtype=int64), array([[142,   2],
       [  2,  14]], dtype=int64)]"
dorothea.sparse.arff-su-1.0-lcc.arff,SVC,0.96875,0.8603351955307262,"[array([[136,   9],
       [  0,  15]], dtype=int64), array([[142,   3],
       [  1,  14]], dtype=int64), array([[139,   5],
       [  0,  16]], dtype=int64), array([[140,   4],
       [  0,  16]], dtype=int64), array([[141,   3],
       [  0,  16]], dtype=int64)]"
dorothea.sparse.arff-su-1.0-lcc.arff,naive_bayes,0.97375,0.8695652173913043,"[array([[139,   6],
       [  1,  14]], dtype=int64), array([[143,   2],
       [  2,  13]], dtype=int64), array([[142,   2],
       [  2,  14]], dtype=int64), array([[142,   2],
       [  0,  16]], dtype=int64), array([[143,   1],
       [  3,  13]], dtype=int64)]"
gina-10-disc.arff-su-0.5-lcc.arff,SVC,0.6454170631144941,0.4625,"[array([[314,   7],
       [207, 103]], dtype=int64), array([[300,  21],
       [203, 107]], dtype=int64), array([[315,   6],
       [220,  90]], dtype=int64), array([[313,   7],
       [218,  92]], dtype=int64), array([[312,   8],
       [221,  89]], dtype=int64)]"
gina-10-disc.arff-su-0.5-lcc.arff,naive_bayes,0.6327307326355851,0.4830357142857143,"[array([[296,  25],
       [193, 117]], dtype=int64), array([[285,  36],
       [196, 114]], dtype=int64), array([[285,  36],
       [204, 106]], dtype=int64), array([[294,  26],
       [206, 104]], dtype=int64), array([[294,  26],
       [210, 100]], dtype=int64)]"
gina-10-disc.arff-su-0.6-lcc.arff,SVC,0.6619092927370758,0.5357142857142857,"[array([[309,  12],
       [189, 121]], dtype=int64), array([[277,  44],
       [176, 134]], dtype=int64), array([[304,  17],
       [192, 118]], dtype=int64), array([[283,  37],
       [179, 131]], dtype=int64), array([[299,  21],
       [199, 111]], dtype=int64)]"
gina-10-disc.arff-su-0.6-lcc.arff,naive_bayes,0.6447827465905487,0.5234042553191489,"[array([[289,  32],
       [174, 136]], dtype=int64), array([[283,  38],
       [186, 124]], dtype=int64), array([[280,  41],
       [192, 118]], dtype=int64), array([[283,  37],
       [184, 126]], dtype=int64), array([[283,  37],
       [199, 111]], dtype=int64)]"
gina-10-disc.arff-su-0.7-lcc.arff,SVC,0.6799873136695211,0.5730004231908591,"[array([[300,  21],
       [170, 140]], dtype=int64), array([[296,  25],
       [181, 129]], dtype=int64), array([[272,  49],
       [157, 153]], dtype=int64), array([[306,  14],
       [188, 122]], dtype=int64), array([[293,  27],
       [177, 133]], dtype=int64)]"
gina-10-disc.arff-su-0.7-lcc.arff,naive_bayes,0.6653980336187758,0.5613305613305614,"[array([[297,  24],
       [172, 138]], dtype=int64), array([[278,  43],
       [176, 134]], dtype=int64), array([[280,  41],
       [177, 133]], dtype=int64), array([[284,  36],
       [174, 136]], dtype=int64), array([[284,  36],
       [176, 134]], dtype=int64)]"
gina-10-disc.arff-su-0.8-lcc.arff,SVC,0.7164605137963844,0.6438247011952192,"[array([[294,  27],
       [143, 167]], dtype=int64), array([[297,  24],
       [158, 152]], dtype=int64), array([[290,  31],
       [151, 159]], dtype=int64), array([[273,  47],
       [134, 176]], dtype=int64), array([[297,  23],
       [156, 154]], dtype=int64)]"
gina-10-disc.arff-su-0.8-lcc.arff,naive_bayes,0.6986996511259118,0.6265723270440252,"[array([[289,  32],
       [138, 172]], dtype=int64), array([[277,  44],
       [154, 156]], dtype=int64), array([[279,  42],
       [160, 150]], dtype=int64), array([[282,  38],
       [150, 160]], dtype=int64), array([[279,  41],
       [151, 159]], dtype=int64)]"
gina-10-disc.arff-su-0.9-lcc.arff,SVC,0.7358071677767206,0.6829082603730491,"[array([[291,  30],
       [123, 187]], dtype=int64), array([[281,  40],
       [130, 180]], dtype=int64), array([[283,  38],
       [136, 174]], dtype=int64), array([[279,  41],
       [131, 179]], dtype=int64), array([[289,  31],
       [133, 177]], dtype=int64)]"
gina-10-disc.arff-su-0.9-lcc.arff,naive_bayes,0.6888677450047573,0.6178418387222439,"[array([[274,  47],
       [142, 168]], dtype=int64), array([[278,  43],
       [145, 165]], dtype=int64), array([[275,  46],
       [161, 149]], dtype=int64), array([[281,  39],
       [150, 160]], dtype=int64), array([[271,  49],
       [159, 151]], dtype=int64)]"
gina-10-disc.arff-su-1.0-lcc.arff,SVC,0.7947986045036474,0.7789545609839426,"[array([[266,  55],
       [ 83, 227]], dtype=int64), array([[273,  48],
       [ 81, 229]], dtype=int64), array([[276,  45],
       [ 80, 230]], dtype=int64), array([[265,  55],
       [ 75, 235]], dtype=int64), array([[286,  34],
       [ 91, 219]], dtype=int64)]"
gina-10-disc.arff-su-1.0-lcc.arff,naive_bayes,0.6498572787821123,0.7060702875399361,"[array([[204, 117],
       [ 56, 254]], dtype=int64), array([[130, 191],
       [ 34, 276]], dtype=int64), array([[136, 185],
       [ 47, 263]], dtype=int64), array([[121, 199],
       [ 41, 269]], dtype=int64), array([[132, 188],
       [ 46, 264]], dtype=int64)]"
hiva.arff-su-0.5-lcc.arff,SVC,0.9669700910273082,0.20125786163522014,"[array([[742,   0],
       [ 21,   6]], dtype=int64), array([[740,   2],
       [ 25,   2]], dtype=int64), array([[739,   3],
       [ 23,   4]], dtype=int64), array([[739,   3],
       [ 24,   3]], dtype=int64), array([[742,   0],
       [ 26,   1]], dtype=int64)]"
hiva.arff-su-0.5-lcc.arff,naive_bayes,0.8382314694408323,0.20051413881748073,"[array([[648,  94],
       [  9,  18]], dtype=int64), array([[617, 125],
       [ 12,  15]], dtype=int64), array([[650,  92],
       [ 13,  14]], dtype=int64), array([[589, 153],
       [ 13,  14]], dtype=int64), array([[641, 101],
       [ 10,  17]], dtype=int64)]"
hiva.arff-su-0.6-lcc.arff,SVC,0.9674902470741222,0.2138364779874214,"[array([[740,   2],
       [ 21,   6]], dtype=int64), array([[742,   0],
       [ 26,   1]], dtype=int64), array([[739,   3],
       [ 23,   4]], dtype=int64), array([[741,   1],
       [ 23,   4]], dtype=int64), array([[741,   1],
       [ 25,   2]], dtype=int64)]"
hiva.arff-su-0.6-lcc.arff,naive_bayes,0.7945383615084526,0.17708333333333334,"[array([[592, 150],
       [ 11,  16]], dtype=int64), array([[594, 148],
       [  8,  19]], dtype=int64), array([[622, 120],
       [ 13,  14]], dtype=int64), array([[541, 201],
       [ 10,  17]], dtype=int64), array([[621, 121],
       [  8,  19]], dtype=int64)]"
hiva.arff-su-0.7-lcc.arff,SVC,0.9685305591677503,0.28402366863905326,"[array([[740,   2],
       [ 19,   8]], dtype=int64), array([[741,   1],
       [ 24,   3]], dtype=int64), array([[737,   5],
       [ 24,   3]], dtype=int64), array([[741,   1],
       [ 24,   3]], dtype=int64), array([[741,   1],
       [ 20,   7]], dtype=int64)]"
hiva.arff-su-0.7-lcc.arff,naive_bayes,0.7053315994798439,0.14231642694928084,"[array([[476, 266],
       [ 10,  17]], dtype=int64), array([[549, 193],
       [  5,  22]], dtype=int64), array([[465, 277],
       [ 10,  17]], dtype=int64), array([[512, 230],
       [  8,  19]], dtype=int64), array([[616, 126],
       [  8,  19]], dtype=int64)]"
hiva.arff-su-0.8-lcc.arff,SVC,0.9674902470741222,0.2138364779874214,"[array([[739,   3],
       [ 20,   7]], dtype=int64), array([[741,   1],
       [ 23,   4]], dtype=int64), array([[741,   1],
       [ 26,   1]], dtype=int64), array([[740,   2],
       [ 26,   1]], dtype=int64), array([[742,   0],
       [ 23,   4]], dtype=int64)]"
hiva.arff-su-0.8-lcc.arff,naive_bayes,0.6782834850455136,0.13314646110721795,"[array([[428, 314],
       [  9,  18]], dtype=int64), array([[552, 190],
       [  7,  20]], dtype=int64), array([[476, 266],
       [  8,  19]], dtype=int64), array([[501, 241],
       [  8,  19]], dtype=int64), array([[556, 186],
       [  8,  19]], dtype=int64)]"
hiva.arff-su-0.9-lcc.arff,SVC,0.9677503250975292,0.24390243902439024,"[array([[738,   4],
       [ 20,   7]], dtype=int64), array([[742,   0],
       [ 24,   3]], dtype=int64), array([[740,   2],
       [ 25,   2]], dtype=int64), array([[740,   2],
       [ 24,   3]], dtype=int64), array([[741,   1],
       [ 22,   5]], dtype=int64)]"
hiva.arff-su-0.9-lcc.arff,naive_bayes,0.2514954486345904,0.07578676942838793,"[array([[ 95, 647],
       [  6,  21]], dtype=int64), array([[373, 369],
       [  2,  25]], dtype=int64), array([[109, 633],
       [  3,  24]], dtype=int64), array([[110, 632],
       [  3,  24]], dtype=int64), array([[162, 580],
       [  3,  24]], dtype=int64)]"
hiva.arff-su-1.0-lcc.arff,SVC,0.9687906371911573,0.34065934065934067,"[array([[733,   9],
       [ 18,   9]], dtype=int64), array([[739,   3],
       [ 21,   6]], dtype=int64), array([[739,   3],
       [ 25,   2]], dtype=int64), array([[742,   0],
       [ 19,   8]], dtype=int64), array([[741,   1],
       [ 21,   6]], dtype=int64)]"
hiva.arff-su-1.0-lcc.arff,naive_bayes,0.7544863459037712,0.12104283054003724,"[array([[588, 154],
       [ 13,  14]], dtype=int64), array([[609, 133],
       [ 15,  12]], dtype=int64), array([[634, 108],
       [ 17,  10]], dtype=int64), array([[558, 184],
       [ 12,  15]], dtype=int64), array([[447, 295],
       [ 13,  14]], dtype=int64)]"
